Date,Price,Open,High,Low,Vol,Change%
"Dec 13, 2016","1,342.25","1,323.32","1,343.96","1,314.95",-,1.43%
"Dec 14, 2016","1,335.47","1,342.25","1,350.99","1,334.47",-,-0.51%
"Dec 15, 2016","1,362.54","1,335.47","1,365.36","1,331.63",-,2.03%
"Dec 16, 2016","1,355.99","1,362.54","1,363.69","1,351.08",-,-0.48%
"Dec 19, 2016","1,331.64","1,355.99","1,356.38","1,329.13",-,-1.80%
"Dec 20, 2016","1,338.93","1,331.64","1,341.76","1,320.11",-,0.55%
"Dec 21, 2016","1,342.43","1,338.93","1,348.71","1,335.72",-,0.26%
"Dec 22, 2016","1,339.26","1,342.43","1,342.45","1,333.85",-,-0.24%
"Dec 23, 2016","1,327.31","1,339.26","1,339.50","1,322.30",-,-0.89%
"Dec 28, 2016","1,332.15","1,327.31","1,334.16","1,324.75",-,0.36%
"Dec 29, 2016","1,322.08","1,332.15","1,332.19","1,316.46",-,-0.76%
"Dec 30, 2016","1,331.25","1,322.08","1,331.25","1,317.69",-,0.69%
"Jan 03, 2017","1,360.47","1,331.25","1,371.27","1,331.25",-,2.19%
"Jan 04, 2017","1,370.44","1,360.47","1,371.52","1,357.98",-,0.73%
"Jan 05, 2017","1,358.56","1,370.44","1,377.01","1,351.44",-,-0.87%
"Jan 06, 2017","1,375.10","1,358.56","1,376.34","1,358.20",-,1.22%
"Jan 09, 2017","1,370.40","1,375.10","1,386.70","1,365.82",-,-0.34%
"Jan 10, 2017","1,380.52","1,370.40","1,385.11","1,363.83",-,0.74%
"Jan 11, 2017","1,381.64","1,380.52","1,389.45","1,378.63",-,0.08%
"Jan 12, 2017","1,375.51","1,381.64","1,383.98","1,372.71",-,-0.44%
"Jan 13, 2017","1,386.32","1,375.51","1,390.09","1,373.83",-,0.79%
"Jan 16, 2017","1,379.79","1,386.32","1,386.32","1,373.37",-,-0.47%
"Jan 17, 2017","1,372.20","1,379.79","1,393.26","1,372.20",-,-0.55%
"Jan 18, 2017","1,380.46","1,372.20","1,384.83","1,371.97",-,0.60%
"Jan 19, 2017","1,380.72","1,380.46","1,392.18","1,372.37",-,0.02%
"Jan 20, 2017","1,380.80","1,380.72","1,385.74","1,371.92",-,0.01%
"Jan 23, 2017","1,364.74","1,380.80","1,380.80","1,354.32",-,-1.16%
"Jan 24, 2017","1,374.02","1,364.74","1,378.60","1,364.74",-,0.68%
"Jan 25, 2017","1,392.10","1,374.02","1,396.50","1,374.02",-,1.32%
"Jan 26, 2017","1,403.52","1,392.10","1,410.35","1,392.04",-,0.82%
"Jan 27, 2017","1,403.86","1,403.52","1,404.97","1,394.35",-,0.02%
"Jan 30, 2017","1,382.11","1,403.86","1,403.86","1,380.34",-,-1.55%
"Jan 31, 2017","1,374.28","1,382.11","1,400.43","1,374.28",-,-0.57%
"Feb 01, 2017","1,381.13","1,374.28","1,393.90","1,374.28",-,0.50%
"Feb 02, 2017","1,380.23","1,381.13","1,389.00","1,373.31",-,-0.07%
"Feb 03, 2017","1,402.87","1,380.23","1,406.85","1,378.94",-,1.64%
"Feb 06, 2017","1,402.76","1,402.87","1,414.43","1,398.32",-,-0.01%
"Feb 07, 2017","1,400.22","1,402.76","1,410.58","1,397.39",-,-0.18%
"Feb 08, 2017","1,389.91","1,400.22","1,403.76","1,374.59",-,-0.74%
"Feb 09, 2017","1,409.74","1,389.91","1,410.81","1,389.82",-,1.43%
"Feb 10, 2017","1,403.78","1,409.74","1,419.24","1,402.40",-,-0.42%
"Feb 13, 2017","1,410.45","1,403.78","1,416.08","1,398.74",-,0.48%
"Feb 14, 2017","1,427.47","1,410.45","1,428.79","1,408.76",-,1.21%
"Feb 15, 2017","1,448.21","1,427.47","1,452.02","1,427.47",-,1.45%
"Feb 16, 2017","1,442.49","1,448.21","1,451.12","1,438.69",-,-0.39%
"Feb 17, 2017","1,437.44","1,442.49","1,443.52","1,425.49",-,-0.35%
"Feb 20, 2017","1,446.06","1,437.44","1,451.65","1,437.17",-,0.60%
"Feb 21, 2017","1,388.94","1,446.06","1,446.06","1,384.07",-,-3.95%
"Feb 22, 2017","1,414.31","1,388.94","1,415.99","1,388.94",-,1.83%
"Feb 23, 2017","1,394.95","1,433.16","1,438.28","1,393.54",-,-1.37%
"Feb 24, 2017","1,382.79","1,394.95","1,396.92","1,369.00",-,-0.87%
"Feb 27, 2017","1,374.32","1,382.79","1,398.08","1,374.32",-,-0.61%
"Feb 28, 2017","1,374.57","1,374.32","1,380.91","1,369.95",-,0.02%
"Mar 01, 2017","1,404.41","1,374.57","1,409.68","1,374.49",-,2.17%
"Mar 02, 2017","1,404.20","1,406.30","1,416.26","1,402.86",-,-0.01%
"Mar 03, 2017","1,409.89","1,404.20","1,416.10","1,398.72",-,0.41%
"Mar 06, 2017","1,397.63","1,409.89","1,409.89","1,395.69",-,-0.87%
"Mar 07, 2017","1,397.82","1,397.63","1,402.03","1,394.76",-,0.01%
"Mar 08, 2017","1,410.42","1,397.82","1,418.45","1,396.02",-,0.90%
"Mar 09, 2017","1,409.53","1,410.42","1,413.97","1,400.30",-,-0.06%
"Mar 10, 2017","1,409.77","1,409.53","1,418.37","1,405.16",-,0.02%
"Mar 13, 2017","1,412.56","1,409.77","1,422.97","1,409.44",-,0.20%
"Mar 14, 2017","1,400.87","1,412.56","1,413.62","1,393.07",-,-0.83%
"Mar 15, 2017","1,405.68","1,400.87","1,410.50","1,398.65",-,0.34%
"Mar 16, 2017","1,410.87","1,405.68","1,414.65","1,405.01",-,0.37%
"Mar 17, 2017","1,399.31","1,410.87","1,418.84","1,398.40",-,-0.82%
"Mar 20, 2017","1,396.71","1,399.31","1,399.31","1,390.80",-,-0.19%
"Mar 21, 2017","1,390.82","1,396.71","1,407.79","1,383.99",-,-0.42%
"Mar 22, 2017","1,371.51","1,390.82","1,390.88","1,364.26",-,-1.39%
"Mar 23, 2017","1,375.39","1,371.51","1,377.18","1,368.18",-,0.28%
"Mar 24, 2017","1,378.18","1,375.39","1,384.19","1,375.03",-,0.20%
"Mar 27, 2017","1,368.39","1,378.18","1,378.20","1,355.00",-,-0.71%
"Mar 28, 2017","1,386.99","1,368.39","1,388.21","1,368.39",-,1.36%
"Mar 29, 2017","1,386.97","1,386.99","1,394.84","1,377.11",-,0.00%
"Mar 30, 2017","1,389.16","1,386.97","1,391.64","1,380.78",-,0.16%
"Mar 31, 2017","1,379.24","1,389.16","1,389.34","1,378.18",-,-0.71%
"Apr 03, 2017","1,368.17","1,379.24","1,381.59","1,365.79",-,-0.80%
"Apr 04, 2017","1,364.73","1,368.17","1,379.88","1,361.06",-,-0.25%
"Apr 05, 2017","1,373.31","1,364.73","1,381.66","1,364.73",-,0.63%
"Apr 06, 2017","1,367.88","1,379.74","1,379.74","1,356.94",-,-0.40%
"Apr 07, 2017","1,367.10","1,367.88","1,370.67","1,359.17",-,-0.06%
"Apr 10, 2017","1,370.22","1,367.10","1,377.33","1,365.13",-,0.23%
"Apr 11, 2017","1,367.11","1,370.22","1,380.33","1,361.36",-,-0.23%
"Apr 12, 2017","1,360.21","1,367.11","1,378.19","1,360.16",-,-0.50%
"Apr 13, 2017","1,344.89","1,360.21","1,360.21","1,339.75",-,-1.13%
"Apr 18, 2017","1,314.85","1,344.89","1,345.92","1,314.25",-,-2.23%
"Apr 19, 2017","1,317.83","1,314.85","1,323.74","1,307.67",-,0.23%
"Apr 20, 2017","1,320.04","1,317.83","1,325.28","1,315.20",-,0.17%
"Apr 21, 2017","1,323.58","1,320.04","1,330.14","1,319.37",-,0.27%
"Apr 24, 2017","1,365.03","1,323.58","1,369.16","1,323.58",-,3.13%
"Apr 25, 2017","1,378.04","1,365.03","1,381.60","1,364.48",-,0.95%
"Apr 26, 2017","1,385.38","1,378.04","1,389.18","1,372.72",-,0.53%
"Apr 27, 2017","1,386.52","1,385.38","1,397.46","1,381.92",-,0.08%
"Apr 28, 2017","1,370.83","1,386.52","1,388.72","1,368.89",-,-1.13%
"May 02, 2017","1,370.46","1,370.83","1,377.60","1,367.99",-,-0.03%
"May 03, 2017","1,375.40","1,370.46","1,375.40","1,362.60",-,0.36%
"May 04, 2017","1,402.77","1,375.40","1,408.67","1,375.40",-,1.99%
"May 05, 2017","1,392.91","1,402.77","1,402.77","1,389.43",-,-0.70%
"May 08, 2017","1,390.12","1,392.91","1,401.08","1,386.98",-,-0.20%
"May 09, 2017","1,394.54","1,390.12","1,401.48","1,390.12",-,0.32%
"May 10, 2017","1,411.16","1,394.54","1,412.58","1,394.54",-,1.19%
"May 11, 2017","1,417.31","1,411.16","1,419.11","1,411.16",-,0.44%
"May 12, 2017","1,412.24","1,417.31","1,418.21","1,407.60",-,-0.36%
"May 15, 2017","1,431.31","1,412.24","1,432.97","1,412.18",-,1.35%
"May 16, 2017","1,436.97","1,431.31","1,443.76","1,429.69",-,0.40%
"May 17, 2017","1,426.63","1,436.97","1,441.43","1,420.28",-,-0.72%
"May 18, 2017","1,420.35","1,435.27","1,435.31","1,403.06",-,-0.44%
"May 19, 2017","1,425.06","1,420.35","1,427.81","1,417.77",-,0.33%
"May 22, 2017","1,426.02","1,425.06","1,437.43","1,424.69",-,0.07%
"May 23, 2017","1,428.43","1,426.02","1,438.25","1,423.29",-,0.17%
"May 24, 2017","1,432.91","1,428.43","1,440.24","1,425.78",-,0.31%
"May 25, 2017","1,433.38","1,432.91","1,439.41","1,432.22",-,0.03%
"May 26, 2017","1,432.45","1,433.38","1,436.19","1,424.41",-,-0.06%
"May 30, 2017","1,426.80","1,432.45","1,432.75","1,420.86",-,-0.39%
"May 31, 2017","1,426.36","1,426.80","1,448.57","1,425.94",-,-0.03%
"Jun 01, 2017","1,428.74","1,426.38","1,436.88","1,422.52",-,0.17%
"Jun 02, 2017","1,427.08","1,428.74","1,449.40","1,425.42",-,-0.12%
"Jun 05, 2017","1,432.86","1,427.08","1,434.61","1,426.01",-,0.41%
"Jun 06, 2017","1,432.89","1,432.86","1,439.33","1,429.84",-,0.00%
"Jun 07, 2017","1,432.12","1,432.89","1,445.83","1,428.94",-,-0.05%
"Jun 08, 2017","1,437.04","1,432.12","1,442.78","1,429.74",-,0.34%
"Jun 09, 2017","1,448.68","1,437.04","1,451.58","1,427.35",-,0.81%
"Jun 12, 2017","1,438.88","1,448.68","1,449.89","1,434.47",-,-0.68%
"Jun 13, 2017","1,433.39","1,438.88","1,450.30","1,429.79",-,-0.38%
"Jun 14, 2017","1,417.52","1,433.39","1,438.51","1,417.52",-,-1.11%
"Jun 15, 2017","1,423.42","1,417.52","1,426.55","1,414.01",-,0.42%
"Jun 16, 2017","1,426.20","1,423.42","1,431.78","1,419.18",-,0.20%
"Jun 19, 2017","1,436.78","1,426.20","1,441.75","1,426.20",-,0.74%
"Jun 20, 2017","1,421.14","1,436.78","1,437.22","1,421.14",-,-1.09%
"Jun 21, 2017","1,416.02","1,421.14","1,421.91","1,409.17",-,-0.36%
"Jun 22, 2017","1,406.74","1,416.19","1,416.61","1,402.26",-,-0.66%
"Jun 23, 2017","1,402.48","1,406.74","1,409.17","1,397.72",-,-0.30%
"Jun 26, 2017","1,414.65","1,402.48","1,424.70","1,402.48",-,0.87%
"Jun 27, 2017","1,421.72","1,414.65","1,423.56","1,410.14",-,0.50%
"Jun 28, 2017","1,418.77","1,421.72","1,423.95","1,411.19",-,-0.21%
"Jun 29, 2017","1,456.89","1,418.77","1,475.84","1,418.77",-,2.69%
"Jun 30, 2017","1,445.64","1,456.89","1,466.60","1,443.09",-,-0.77%
"Jul 03, 2017","1,475.27","1,445.64","1,476.55","1,445.58",-,2.05%
"Jul 04, 2017","1,464.25","1,475.27","1,475.27","1,463.21",-,-0.75%
"Jul 05, 2017","1,466.98","1,464.25","1,477.44","1,461.57",-,0.19%
"Jul 06, 2017","1,478.52","1,466.98","1,481.71","1,461.87",-,0.79%
"Jul 07, 2017","1,478.04","1,478.52","1,480.14","1,468.70",-,-0.03%
"Jul 10, 2017","1,489.42","1,478.04","1,494.98","1,478.04",-,0.77%
"Jul 11, 2017","1,488.09","1,489.42","1,503.72","1,486.69",-,-0.09%
"Jul 12, 2017","1,494.84","1,488.09","1,504.45","1,488.01",-,0.45%
"Jul 13, 2017","1,503.05","1,494.84","1,505.33","1,491.60",-,0.55%
"Jul 14, 2017","1,485.14","1,503.05","1,504.52","1,481.12",-,-1.19%
"Jul 17, 2017","1,490.09","1,485.14","1,493.04","1,483.40",-,0.33%
"Jul 18, 2017","1,480.38","1,490.09","1,494.23","1,478.08",-,-0.65%
"Jul 19, 2017","1,492.46","1,480.38","1,492.46","1,479.16",-,0.82%
"Jul 20, 2017","1,501.09","1,492.46","1,506.01","1,490.56",-,0.58%
"Jul 21, 2017","1,486.80","1,501.09","1,502.30","1,480.75",-,-0.95%
"Jul 24, 2017","1,488.98","1,486.80","1,492.08","1,483.23",-,0.15%
"Jul 25, 2017","1,522.42","1,488.98","1,526.84","1,488.98",-,2.25%
"Jul 26, 2017","1,521.34","1,522.42","1,523.52","1,516.00",-,-0.07%
"Jul 27, 2017","1,514.29","1,521.34","1,521.34","1,507.60",-,-0.46%
"Jul 28, 2017","1,492.51","1,514.29","1,514.29","1,489.74",-,-1.44%
"Jul 31, 2017","1,504.41","1,492.51","1,526.75","1,490.83",-,0.80%
"Aug 01, 2017","1,517.92","1,504.41","1,526.19","1,504.41",-,0.90%
"Aug 02, 2017","1,511.06","1,517.92","1,526.79","1,502.74",-,-0.45%
"Aug 03, 2017","1,520.81","1,519.49","1,523.14","1,504.28",-,0.65%
"Aug 04, 2017","1,535.44","1,520.81","1,539.23","1,517.23",-,0.96%
"Aug 07, 2017","1,530.82","1,535.44","1,537.39","1,529.17",-,-0.30%
"Aug 08, 2017","1,538.17","1,530.82","1,538.17","1,526.97",-,0.48%
"Aug 09, 2017","1,525.07","1,538.17","1,538.17","1,514.45",-,-0.85%
"Aug 10, 2017","1,499.68","1,530.02","1,530.02","1,493.58",-,-1.66%
"Aug 11, 2017","1,475.51","1,499.68","1,499.68","1,471.73",-,-1.61%
"Aug 14, 2017","1,487.46","1,475.51","1,496.10","1,475.51",-,0.81%
"Aug 15, 2017","1,494.04","1,487.46","1,498.85","1,484.90",-,0.44%
"Aug 16, 2017","1,497.83","1,494.04","1,503.11","1,494.04",-,0.25%
"Aug 17, 2017","1,474.36","1,497.83","1,497.98","1,471.16",-,-1.57%
"Aug 18, 2017","1,468.30","1,474.36","1,474.36","1,458.15",-,-0.41%
"Aug 21, 2017","1,466.67","1,468.30","1,468.30","1,457.52",-,-0.11%
"Aug 22, 2017","1,477.94","1,466.67","1,481.65","1,466.67",-,0.77%
"Aug 23, 2017","1,479.00","1,477.94","1,488.20","1,471.76",-,0.07%
"Aug 24, 2017","1,480.95","1,479.00","1,489.76","1,477.44",-,0.13%
"Aug 25, 2017","1,482.02","1,480.95","1,492.07","1,480.75",-,0.07%
"Aug 29, 2017","1,470.85","1,482.02","1,482.02","1,459.70",-,-0.75%
"Aug 30, 2017","1,477.79","1,470.85","1,487.71","1,470.85",-,0.47%
"Aug 31, 2017","1,481.55","1,477.79","1,489.15","1,477.79",-,0.25%
"Sep 01, 2017","1,481.72","1,481.55","1,486.42","1,477.87",-,0.01%
"Sep 04, 2017","1,470.90","1,481.72","1,481.72","1,469.47",-,-0.73%
"Sep 05, 2017","1,453.41","1,470.90","1,475.26","1,451.72",-,-1.19%
"Sep 06, 2017","1,443.61","1,453.41","1,453.41","1,435.70",-,-0.67%
"Sep 07, 2017","1,434.05","1,443.61","1,446.71","1,431.63",-,-0.66%
"Sep 08, 2017","1,447.16","1,434.05","1,450.02","1,429.54",-,0.91%
"Sep 11, 2017","1,453.97","1,447.16","1,456.50","1,441.58",-,0.47%
"Sep 12, 2017","1,465.87","1,453.97","1,468.03","1,453.80",-,0.82%
"Sep 13, 2017","1,462.63","1,465.87","1,468.75","1,449.03",-,-0.22%
"Sep 14, 2017","1,453.63","1,462.63","1,463.59","1,449.59",-,-0.62%
"Sep 15, 2017","1,429.11","1,453.63","1,453.63","1,426.92",-,-1.69%
"Sep 18, 2017","1,443.61","1,429.11","1,445.30","1,429.11",-,1.01%
"Sep 19, 2017","1,456.79","1,443.61","1,456.93","1,443.61",-,0.91%
"Sep 20, 2017","1,447.49","1,456.79","1,456.79","1,442.32",-,-0.64%
"Sep 21, 2017","1,458.51","1,447.49","1,467.59","1,447.49",-,0.76%
"Sep 22, 2017","1,462.82","1,458.51","1,464.24","1,447.03",-,0.30%
"Sep 25, 2017","1,448.20","1,462.82","1,462.82","1,446.04",-,-1.00%
"Sep 26, 2017","1,440.41","1,448.20","1,452.15","1,437.99",-,-0.54%
"Sep 27, 2017","1,467.36","1,440.41","1,473.73","1,440.41",-,1.87%
"Sep 28, 2017","1,472.14","1,467.36","1,482.94","1,461.81",-,0.33%
"Sep 29, 2017","1,482.25","1,472.14","1,487.23","1,468.73",-,0.69%
"Oct 02, 2017","1,485.81","1,482.25","1,486.14","1,477.99",-,0.24%
"Oct 03, 2017","1,498.81","1,485.81","1,499.14","1,485.81",-,0.87%
"Oct 04, 2017","1,499.74","1,498.81","1,505.73","1,496.30",-,0.06%
"Oct 05, 2017","1,504.35","1,499.74","1,504.35","1,489.98",-,0.31%
"Oct 06, 2017","1,502.59","1,504.35","1,508.50","1,496.44",-,-0.12%
"Oct 09, 2017","1,498.78","1,502.59","1,504.61","1,496.75",-,-0.25%
"Oct 10, 2017","1,511.44","1,498.78","1,521.03","1,498.77",-,0.84%
"Oct 11, 2017","1,503.40","1,511.44","1,515.35","1,496.03",-,-0.53%
"Oct 12, 2017","1,500.49","1,512.18","1,512.33","1,498.79",-,-0.19%
"Oct 13, 2017","1,487.58","1,500.49","1,500.49","1,485.64",-,-0.86%
"Oct 16, 2017","1,490.88","1,487.58","1,494.49","1,484.15",-,0.22%
"Oct 17, 2017","1,495.19","1,490.88","1,502.24","1,490.41",-,0.29%
"Oct 18, 2017","1,506.06","1,495.19","1,508.86","1,495.19",-,0.73%
"Oct 19, 2017","1,498.64","1,506.06","1,506.06","1,489.05",-,-0.49%
"Oct 20, 2017","1,512.97","1,498.64","1,516.69","1,498.64",-,0.96%
"Oct 23, 2017","1,505.57","1,512.97","1,512.98","1,500.75",-,-0.49%
"Oct 24, 2017","1,516.11","1,505.57","1,519.85","1,499.64",-,0.70%
"Oct 25, 2017","1,507.83","1,516.11","1,520.07","1,503.21",-,-0.55%
"Oct 26, 2017","1,503.95","1,507.83","1,507.83","1,496.78",-,-0.26%
"Oct 27, 2017","1,505.93","1,503.95","1,518.14","1,503.91",-,0.13%
"Oct 30, 2017","1,489.30","1,505.93","1,512.15","1,486.38",-,-1.10%
"Oct 31, 2017","1,489.22","1,489.30","1,493.73","1,484.38",-,-0.01%
"Nov 01, 2017","1,480.53","1,489.22","1,500.13","1,477.86",-,-0.58%
"Nov 02, 2017","1,486.01","1,480.53","1,488.50","1,473.72",-,0.37%
"Nov 03, 2017","1,482.66","1,486.01","1,491.41","1,479.73",-,-0.23%
"Nov 06, 2017","1,476.52","1,482.66","1,482.68","1,473.09",-,-0.41%
"Nov 07, 2017","1,473.96","1,476.52","1,484.58","1,471.90",-,-0.17%
"Nov 08, 2017","1,477.89","1,473.96","1,478.94","1,467.65",-,0.27%
"Nov 09, 2017","1,481.32","1,477.89","1,490.72","1,474.86",-,0.23%
"Nov 10, 2017","1,479.93","1,481.32","1,484.73","1,474.64",-,-0.09%
"Nov 13, 2017","1,469.90","1,479.93","1,480.93","1,465.26",-,-0.68%
"Nov 14, 2017","1,473.28","1,469.90","1,474.59","1,465.48",-,0.23%
"Nov 15, 2017","1,472.48","1,473.28","1,473.31","1,460.36",-,-0.05%
"Nov 16, 2017","1,470.54","1,472.48","1,477.40","1,466.49",-,-0.13%
"Nov 17, 2017","1,469.52","1,470.54","1,472.18","1,459.34",-,-0.07%
"Nov 20, 2017","1,470.69","1,469.52","1,474.48","1,461.53",-,0.08%
"Nov 21, 2017","1,469.61","1,470.69","1,474.68","1,463.42",-,-0.07%
"Nov 22, 2017","1,483.67","1,469.61","1,492.06","1,469.61",-,0.96%
"Nov 23, 2017","1,473.19","1,483.67","1,483.67","1,471.51",-,-0.71%
"Nov 24, 2017","1,480.21","1,473.19","1,482.05","1,473.10",-,0.48%
"Nov 27, 2017","1,473.71","1,480.21","1,484.81","1,471.15",-,-0.44%
"Nov 28, 2017","1,484.05","1,473.71","1,485.69","1,468.94",-,0.70%
"Nov 29, 2017","1,500.66","1,484.05","1,504.55","1,484.02",-,1.12%
"Nov 30, 2017","1,482.90","1,500.66","1,505.94","1,482.90",-,-1.18%
"Dec 01, 2017","1,465.83","1,482.90","1,483.38","1,465.31",-,-1.15%
"Dec 04, 2017","1,478.10","1,465.83","1,485.80","1,465.83",-,0.84%
"Dec 05, 2017","1,476.07","1,478.10","1,486.34","1,470.21",-,-0.14%
"Dec 06, 2017","1,466.20","1,476.07","1,476.07","1,463.03",-,-0.67%
"Dec 07, 2017","1,467.39","1,466.20","1,472.46","1,461.82",-,0.08%
"Dec 08, 2017","1,492.38","1,467.39","1,497.50","1,467.38",-,1.70%
"Dec 11, 2017","1,516.82","1,492.38","1,518.43","1,492.38",-,1.64%
"Dec 12, 2017","1,528.36","1,516.82","1,528.36","1,508.57",-,0.76%
"Dec 13, 2017","1,544.22","1,528.36","1,549.28","1,527.87",-,1.04%
"Dec 14, 2017","1,522.46","1,544.22","1,544.22","1,522.46",-,-1.41%
"Dec 15, 2017","1,516.32","1,522.46","1,522.53","1,508.99",-,-0.40%
"Dec 18, 2017","1,526.65","1,516.32","1,529.44","1,516.32",-,0.68%
"Dec 19, 2017","1,529.91","1,526.65","1,535.06","1,523.87",-,0.21%
"Dec 20, 2017","1,528.31","1,529.91","1,534.90","1,522.24",-,-0.10%
"Dec 21, 2017","1,541.72","1,528.31","1,544.39","1,524.44",-,0.88%
"Dec 22, 2017","1,533.48","1,541.72","1,541.72","1,530.42",-,-0.53%
"Dec 27, 2017","1,539.11","1,533.48","1,541.30","1,532.83",-,0.37%
"Dec 28, 2017","1,538.04","1,539.11","1,539.77","1,534.30",-,-0.07%
"Dec 29, 2017","1,546.34","1,538.04","1,546.65","1,533.99",-,0.54%
"Jan 02, 2018","1,542.36","1,546.34","1,559.30","1,538.01",-,-0.26%
"Jan 03, 2018","1,539.52","1,542.36","1,544.38","1,530.87",-,-0.18%
"Jan 04, 2018","1,548.26","1,539.52","1,551.43","1,526.43",-,0.57%
"Jan 05, 2018","1,540.24","1,548.26","1,551.22","1,535.35",-,-0.52%
"Jan 08, 2018","1,535.24","1,540.24","1,544.27","1,533.17",-,-0.32%
"Jan 09, 2018","1,547.52","1,535.24","1,548.81","1,534.27",-,0.80%
"Jan 10, 2018","1,589.20","1,547.52","1,592.20","1,543.00",-,2.69%
"Jan 11, 2018","1,590.46","1,589.20","1,593.69","1,578.05",-,0.08%
"Jan 12, 2018","1,588.43","1,590.46","1,591.80","1,581.41",-,-0.13%
"Jan 15, 2018","1,578.96","1,588.43","1,588.43","1,576.82",-,-0.60%
"Jan 16, 2018","1,591.31","1,578.96","1,592.29","1,575.00",-,0.78%
"Jan 17, 2018","1,589.58","1,591.31","1,593.28","1,580.74",-,-0.11%
"Jan 18, 2018","1,587.54","1,589.63","1,590.49","1,578.73",-,-0.13%
"Jan 19, 2018","1,590.94","1,587.54","1,592.99","1,578.27",-,0.21%
"Jan 22, 2018","1,597.74","1,590.94","1,599.27","1,583.06",-,0.43%
"Jan 23, 2018","1,600.27","1,597.74","1,603.54","1,594.88",-,0.16%
"Jan 24, 2018","1,582.81","1,600.27","1,602.16","1,582.81",-,-1.09%
"Jan 25, 2018","1,580.50","1,582.81","1,585.50","1,575.92",-,-0.15%
"Jan 26, 2018","1,585.81","1,580.50","1,593.35","1,579.25",-,0.34%
"Jan 29, 2018","1,582.60","1,585.81","1,589.73","1,578.72",-,-0.20%
"Jan 30, 2018","1,555.29","1,582.60","1,582.60","1,551.63",-,-1.73%
"Jan 31, 2018","1,539.49","1,555.29","1,557.34","1,537.80",-,-1.02%
"Feb 01, 2018","1,536.08","1,539.49","1,556.21","1,533.93",-,-0.22%
"Feb 02, 2018","1,530.16","1,536.08","1,538.13","1,525.98",-,-0.39%
"Feb 05, 2018","1,523.46","1,530.16","1,531.43","1,514.33",-,-0.44%
"Feb 06, 2018","1,478.53","1,523.46","1,523.48","1,472.78",-,-2.95%
"Feb 07, 2018","1,506.11","1,478.53","1,514.10","1,478.53",-,1.87%
"Feb 08, 2018","1,500.64","1,506.11","1,516.76","1,495.98",-,-0.36%
"Feb 09, 2018","1,489.95","1,500.64","1,502.30","1,483.80",-,-0.71%
"Feb 12, 2018","1,493.70","1,489.95","1,510.13","1,488.28",-,0.25%
"Feb 13, 2018","1,495.61","1,493.70","1,503.17","1,491.11",-,0.13%
"Feb 14, 2018","1,516.76","1,495.61","1,520.39","1,495.61",-,1.41%
"Feb 15, 2018","1,525.24","1,516.76","1,541.57","1,516.76",-,0.56%
"Feb 16, 2018","1,539.72","1,525.24","1,542.11","1,525.24",-,0.95%
"Feb 19, 2018","1,540.87","1,539.72","1,549.38","1,539.72",-,0.07%
"Feb 20, 2018","1,514.51","1,540.87","1,543.15","1,501.22",-,-1.71%
"Feb 21, 2018","1,535.84","1,514.51","1,542.64","1,514.13",-,1.41%
"Feb 22, 2018","1,538.08","1,552.76","1,553.44","1,530.80",-,0.15%
"Feb 23, 2018","1,527.24","1,538.08","1,538.92","1,524.97",-,-0.70%
"Feb 26, 2018","1,524.28","1,527.24","1,531.89","1,522.17",-,-0.19%
"Feb 27, 2018","1,530.15","1,524.28","1,534.75","1,518.21",-,0.39%
"Feb 28, 2018","1,523.05","1,530.15","1,536.88","1,519.35",-,-0.46%
"Mar 01, 2018","1,521.08","1,524.96","1,527.34","1,515.32",-,-0.13%
"Mar 02, 2018","1,489.21","1,521.08","1,521.08","1,488.73",-,-2.10%
"Mar 05, 2018","1,488.20","1,489.21","1,494.51","1,478.41",-,-0.07%
"Mar 06, 2018","1,490.12","1,488.20","1,506.07","1,488.20",-,0.13%
"Mar 07, 2018","1,491.72","1,490.12","1,496.93","1,483.14",-,0.11%
"Mar 08, 2018","1,499.40","1,492.92","1,501.79","1,490.87",-,0.51%
"Mar 09, 2018","1,500.56","1,499.40","1,505.32","1,494.83",-,0.08%
"Mar 12, 2018","1,502.55","1,500.56","1,510.51","1,499.97",-,0.13%
"Mar 13, 2018","1,487.49","1,502.55","1,505.07","1,484.98",-,-1.00%
"Mar 14, 2018","1,473.01","1,487.49","1,487.49","1,472.87",-,-0.97%
"Mar 15, 2018","1,483.88","1,473.01","1,488.66","1,472.90",-,0.74%
"Mar 16, 2018","1,498.75","1,483.88","1,503.76","1,483.27",-,1.00%
"Mar 19, 2018","1,488.14","1,498.75","1,505.07","1,485.84",-,-0.71%
"Mar 20, 2018","1,494.87","1,488.14","1,501.50","1,488.13",-,0.45%
"Mar 21, 2018","1,480.84","1,494.87","1,495.70","1,474.89",-,-0.94%
"Mar 22, 2018","1,448.60","1,481.02","1,481.02","1,442.37",-,-2.18%
"Mar 23, 2018","1,424.80","1,448.60","1,448.60","1,419.80",-,-1.64%
"Mar 26, 2018","1,423.34","1,424.80","1,437.26","1,418.51",-,-0.10%
"Mar 27, 2018","1,435.13","1,423.34","1,449.48","1,423.34",-,0.83%
"Mar 28, 2018","1,430.77","1,435.13","1,435.13","1,410.58",-,-0.30%
"Mar 29, 2018","1,425.12","1,430.77","1,437.60","1,423.52",-,-0.39%
"Apr 03, 2018","1,423.76","1,425.12","1,430.49","1,417.95",-,-0.10%
"Apr 04, 2018","1,421.44","1,423.76","1,425.74","1,396.97",-,-0.16%
