Date,Price,Open,High,Low,Vol,Change%
"May 12, 2014","1,303.90","1,294.11","1,306.47","1,294.11",-,0.76%
"May 13, 2014","1,309.47","1,303.90","1,310.07","1,299.14",-,0.43%
"May 14, 2014","1,315.22","1,310.38","1,316.26","1,308.15",-,0.44%
"May 15, 2014","1,305.69","1,315.22","1,330.47","1,303.01",-,-0.72%
"May 16, 2014","1,312.94","1,305.69","1,315.84","1,303.22",-,0.56%
"May 19, 2014","1,312.33","1,312.94","1,315.34","1,298.35",-,-0.05%
"May 20, 2014","1,308.95","1,312.33","1,317.20","1,303.24",-,-0.26%
"May 21, 2014","1,307.52","1,315.36","1,315.88","1,300.63",-,-0.11%
"May 22, 2014","1,309.06","1,307.52","1,311.71","1,301.59",-,0.12%
"May 23, 2014","1,314.52","1,309.06","1,317.86","1,305.93",-,0.42%
"May 25, 2014","1,314.52","1,314.52","1,314.52","1,314.52",-,0.00%
"May 27, 2014","1,324.92","1,314.52","1,330.35","1,314.52",-,0.79%
"May 28, 2014","1,336.62","1,324.92","1,336.88","1,324.53",-,0.88%
"May 29, 2014","1,334.51","1,336.62","1,342.31","1,330.51",-,-0.16%
"May 30, 2014","1,337.81","1,334.51","1,340.06","1,329.82",-,0.25%
"Jun 02, 2014","1,332.49","1,337.81","1,342.14","1,331.05",-,-0.40%
"Jun 03, 2014","1,326.55","1,332.49","1,333.29","1,320.66",-,-0.45%
"Jun 04, 2014","1,326.12","1,326.65","1,331.34","1,319.97",-,-0.03%
"Jun 05, 2014","1,322.20","1,326.12","1,334.60","1,315.36",-,-0.30%
"Jun 06, 2014","1,334.03","1,322.20","1,336.48","1,322.20",-,0.89%
"Jun 09, 2014","1,336.85","1,334.03","1,337.97","1,331.91",-,0.21%
"Jun 10, 2014","1,330.08","1,336.85","1,336.85","1,325.11",-,-0.51%
"Jun 11, 2014","1,323.93","1,330.08","1,331.12","1,319.23",-,-0.46%
"Jun 12, 2014","1,325.10","1,323.93","1,329.15","1,323.44",-,0.09%
"Jun 13, 2014","1,310.99","1,325.10","1,325.64","1,302.63",-,-1.06%
"Jun 16, 2014","1,301.08","1,310.99","1,311.46","1,299.38",-,-0.76%
"Jun 17, 2014","1,304.82","1,301.08","1,306.94","1,297.20",-,0.29%
"Jun 18, 2014","1,298.20","1,304.82","1,312.21","1,298.15",-,-0.51%
"Jun 19, 2014","1,296.83","1,298.20","1,307.16","1,296.83",-,-0.11%
"Jun 20, 2014","1,291.66","1,296.83","1,298.16","1,289.93",-,-0.40%
"Jun 23, 2014","1,284.83","1,291.66","1,291.66","1,281.43",-,-0.53%
"Jun 24, 2014","1,280.40","1,284.83","1,289.78","1,277.36",-,-0.34%
"Jun 25, 2014","1,269.86","1,280.40","1,280.40","1,263.81",-,-0.82%
"Jun 26, 2014","1,245.13","1,269.86","1,273.61","1,237.47",-,-1.95%
"Jun 27, 2014","1,247.61","1,245.13","1,255.72","1,241.97",-,0.20%
"Jun 30, 2014","1,237.22","1,247.61","1,249.79","1,234.83",-,-0.83%
"Jul 01, 2014","1,249.42","1,237.22","1,251.64","1,237.22",-,0.99%
"Jul 02, 2014","1,257.53","1,249.42","1,262.94","1,249.36",-,0.65%
"Jul 03, 2014","1,269.77","1,257.53","1,270.91","1,257.46",-,0.97%
"Jul 04, 2014","1,266.37","1,269.77","1,269.82","1,264.05",-,-0.27%
"Jul 07, 2014","1,255.84","1,266.37","1,267.15","1,252.74",-,-0.83%
"Jul 08, 2014","1,236.43","1,255.84","1,260.83","1,236.43",-,-1.55%
"Jul 09, 2014","1,235.10","1,236.43","1,240.30","1,228.23",-,-0.11%
"Jul 10, 2014","1,224.06","1,235.10","1,236.69","1,208.77",-,-0.89%
"Jul 11, 2014","1,225.70","1,224.06","1,235.86","1,218.17",-,0.13%
"Jul 12, 2014","1,225.70","1,225.70","1,225.70","1,225.70",-,0.00%
"Jul 14, 2014","1,239.08","1,225.70","1,245.21","1,224.87",-,1.09%
"Jul 15, 2014","1,236.23","1,239.08","1,244.47","1,228.31",-,-0.23%
"Jul 16, 2014","1,257.00","1,236.23","1,259.41","1,236.23",-,1.68%
"Jul 17, 2014","1,239.53","1,257.00","1,257.03","1,237.26",-,-1.39%
"Jul 18, 2014","1,241.39","1,239.53","1,241.39","1,226.44",-,0.15%
"Jul 20, 2014","1,241.39","1,241.39","1,241.39","1,241.39",-,0.00%
"Jul 21, 2014","1,234.69","1,241.39","1,242.59","1,229.88",-,-0.54%
"Jul 22, 2014","1,247.25","1,234.69","1,251.80","1,234.69",-,1.02%
"Jul 23, 2014","1,251.91","1,247.25","1,259.11","1,241.21",-,0.37%
"Jul 24, 2014","1,270.41","1,251.91","1,271.95","1,249.36",-,1.48%
"Jul 25, 2014","1,282.00","1,270.41","1,291.26","1,268.73",-,0.91%
"Jul 27, 2014","1,282.00","1,282.00","1,282.00","1,282.00",-,0.00%
"Jul 28, 2014","1,291.01","1,282.00","1,297.39","1,282.00",-,0.70%
"Jul 29, 2014","1,304.53","1,291.01","1,311.34","1,291.01",-,1.05%
"Jul 30, 2014","1,321.23","1,304.53","1,326.92","1,304.53",-,1.28%
"Jul 31, 2014","1,303.48","1,321.23","1,321.76","1,300.04",-,-1.34%
"Aug 01, 2014","1,290.01","1,303.48","1,303.60","1,283.44",-,-1.03%
"Aug 02, 2014","1,290.01","1,290.01","1,290.01","1,290.01",-,0.00%
"Aug 04, 2014","1,295.87","1,290.01","1,317.49","1,277.49",-,0.45%
"Aug 05, 2014","1,290.59","1,295.87","1,305.78","1,286.93",-,-0.41%
"Aug 06, 2014","1,282.33","1,291.51","1,296.29","1,274.29",-,-0.64%
"Aug 07, 2014","1,273.43","1,282.33","1,289.10","1,270.88",-,-0.69%
"Aug 08, 2014","1,275.11","1,273.43","1,284.54","1,266.58",-,0.13%
"Aug 10, 2014","1,275.11","1,275.11","1,275.11","1,275.11",-,0.00%
"Aug 11, 2014","1,277.48","1,275.11","1,287.18","1,274.21",-,0.19%
"Aug 12, 2014","1,284.15","1,277.48","1,289.73","1,274.54",-,0.52%
"Aug 13, 2014","1,297.91","1,286.10","1,303.36","1,285.08",-,1.07%
"Aug 14, 2014","1,310.96","1,297.91","1,314.52","1,296.58",-,1.01%
"Aug 15, 2014","1,301.40","1,310.96","1,316.54","1,300.70",-,-0.73%
"Aug 18, 2014","1,308.06","1,301.40","1,308.25","1,299.64",-,0.51%
"Aug 19, 2014","1,315.23","1,308.06","1,318.06","1,307.20",-,0.55%
"Aug 20, 2014","1,314.89","1,321.73","1,321.96","1,309.19",-,-0.03%
"Aug 21, 2014","1,315.10","1,314.89","1,317.82","1,312.06",-,0.02%
"Aug 22, 2014","1,323.33","1,315.10","1,328.51","1,315.10",-,0.63%
"Aug 26, 2014","1,332.79","1,323.33","1,338.03","1,323.33",-,0.71%
"Aug 27, 2014","1,335.49","1,332.79","1,339.76","1,329.71",-,0.20%
"Aug 28, 2014","1,328.57","1,335.49","1,335.63","1,326.75",-,-0.52%
"Aug 29, 2014","1,333.54","1,328.57","1,338.78","1,325.91",-,0.37%
"Aug 31, 2014","1,333.54","1,333.54","1,333.54","1,333.54",-,0.00%
"Sep 01, 2014","1,326.89","1,333.54","1,335.56","1,318.25",-,-0.50%
"Sep 02, 2014","1,321.00","1,326.89","1,334.24","1,318.47",-,-0.44%
"Sep 03, 2014","1,340.57","1,321.00","1,345.14","1,321.00",-,1.48%
"Sep 04, 2014","1,346.36","1,340.57","1,349.45","1,333.96",-,0.43%
"Sep 05, 2014","1,337.59","1,346.36","1,354.18","1,333.89",-,-0.65%
"Sep 08, 2014","1,332.57","1,337.59","1,338.04","1,316.37",-,-0.38%
"Sep 09, 2014","1,336.02","1,332.57","1,342.26","1,329.59",-,0.26%
"Sep 10, 2014","1,338.30","1,336.02","1,342.06","1,330.76",-,0.17%
"Sep 11, 2014","1,331.85","1,338.30","1,345.41","1,323.72",-,-0.48%
"Sep 12, 2014","1,341.22","1,331.85","1,344.82","1,331.85",-,0.70%
"Sep 13, 2014","1,341.22","1,341.22","1,341.22","1,341.22",-,0.00%
"Sep 15, 2014","1,337.07","1,341.22","1,341.22","1,332.50",-,-0.31%
"Sep 16, 2014","1,337.97","1,337.07","1,337.97","1,326.02",-,0.07%
"Sep 17, 2014","1,341.55","1,337.97","1,344.15","1,335.39",-,0.27%
"Sep 18, 2014","1,353.30","1,341.55","1,356.25","1,337.40",-,0.88%
"Sep 19, 2014","1,360.22","1,353.30","1,365.35","1,352.73",-,0.51%
"Sep 22, 2014","1,346.62","1,360.22","1,360.22","1,345.22",-,-1.00%
"Sep 23, 2014","1,332.04","1,346.62","1,346.68","1,325.29",-,-1.08%
"Sep 24, 2014","1,333.97","1,332.04","1,333.97","1,321.90",-,0.14%
"Sep 25, 2014","1,325.17","1,333.97","1,340.06","1,316.95",-,-0.66%
"Sep 26, 2014","1,331.22","1,325.17","1,339.16","1,325.05",-,0.46%
"Sep 27, 2014","1,331.22","1,331.22","1,331.22","1,331.22",-,0.00%
"Sep 29, 2014","1,310.38","1,331.22","1,332.85","1,303.90",-,-1.57%
"Sep 30, 2014","1,302.46","1,310.38","1,315.01","1,297.72",-,-0.60%
"Oct 01, 2014","1,295.32","1,302.46","1,304.74","1,292.00",-,-0.55%
"Oct 02, 2014","1,273.66","1,295.32","1,299.23","1,273.66",-,-1.67%
"Oct 03, 2014","1,304.15","1,273.66","1,306.99","1,273.66",-,2.39%
"Oct 06, 2014","1,315.52","1,304.15","1,321.23","1,304.15",-,0.87%
"Oct 07, 2014","1,306.39","1,315.52","1,315.52","1,304.07",-,-0.69%
"Oct 08, 2014","1,304.85","1,306.39","1,309.33","1,300.14",-,-0.12%
"Oct 09, 2014","1,289.84","1,304.85","1,314.03","1,285.58",-,-1.15%
"Oct 10, 2014","1,279.63","1,289.84","1,291.84","1,279.03",-,-0.79%
"Oct 13, 2014","1,293.76","1,279.63","1,297.57","1,273.60",-,1.10%
"Oct 14, 2014","1,294.65","1,293.76","1,298.02","1,280.00",-,0.07%
"Oct 15, 2014","1,254.88","1,294.65","1,299.50","1,254.05",-,-3.07%
"Oct 16, 2014","1,245.74","1,254.88","1,274.39","1,228.35",-,-0.73%
"Oct 17, 2014","1,269.12","1,245.74","1,270.19","1,245.74",-,1.88%
"Oct 20, 2014","1,268.03","1,269.12","1,271.72","1,257.86",-,-0.09%
"Oct 21, 2014","1,287.70","1,268.03","1,288.25","1,262.37",-,1.55%
"Oct 22, 2014","1,295.21","1,287.70","1,295.56","1,285.33",-,0.58%
"Oct 23, 2014","1,307.64","1,301.95","1,310.65","1,286.90",-,0.96%
"Oct 24, 2014","1,308.23","1,307.64","1,310.92","1,297.93",-,0.05%
"Oct 27, 2014","1,288.46","1,308.23","1,311.70","1,283.18",-,-1.51%
"Oct 28, 2014","1,276.78","1,288.46","1,295.73","1,270.18",-,-0.91%
"Oct 29, 2014","1,279.39","1,276.78","1,284.47","1,274.28",-,0.20%
"Oct 30, 2014","1,279.65","1,279.39","1,291.22","1,263.71",-,0.02%
"Oct 31, 2014","1,316.35","1,279.65","1,320.36","1,279.65",-,2.87%
"Nov 03, 2014","1,298.49","1,316.35","1,323.85","1,292.81",-,-1.36%
"Nov 04, 2014","1,293.17","1,298.49","1,305.74","1,289.85",-,-0.41%
"Nov 05, 2014","1,306.51","1,293.17","1,310.79","1,292.70",-,1.03%
"Nov 06, 2014","1,308.33","1,307.44","1,321.24","1,295.21",-,0.14%
"Nov 07, 2014","1,296.90","1,308.33","1,311.41","1,292.44",-,-0.87%
"Nov 10, 2014","1,304.89","1,296.90","1,307.37","1,295.94",-,0.62%
"Nov 11, 2014","1,305.73","1,304.89","1,313.93","1,300.31",-,0.06%
"Nov 12, 2014","1,297.08","1,305.73","1,305.73","1,289.94",-,-0.66%
"Nov 13, 2014","1,303.45","1,297.08","1,305.67","1,293.67",-,0.49%
"Nov 14, 2014","1,312.51","1,303.45","1,312.70","1,297.58",-,0.70%
"Nov 16, 2014","1,312.51","1,312.51","1,312.51","1,312.51",-,0.00%
"Nov 17, 2014","1,310.34","1,312.51","1,312.80","1,297.75",-,-0.17%
"Nov 18, 2014","1,314.23","1,310.34","1,317.68","1,302.32",-,0.30%
"Nov 19, 2014","1,307.75","1,314.23","1,318.50","1,304.96",-,-0.49%
"Nov 20, 2014","1,293.77","1,307.75","1,309.27","1,287.50",-,-1.07%
"Nov 21, 2014","1,306.79","1,293.77","1,312.93","1,292.90",-,1.01%
"Nov 24, 2014","1,305.05","1,306.79","1,320.53","1,303.20",-,-0.13%
"Nov 25, 2014","1,318.30","1,305.05","1,321.43","1,305.05",-,1.02%
"Nov 26, 2014","1,314.95","1,318.30","1,324.61","1,314.39",-,-0.25%
"Nov 27, 2014","1,320.13","1,314.95","1,321.48","1,306.96",-,0.39%
"Nov 28, 2014","1,328.48","1,320.13","1,330.82","1,317.09",-,0.63%
"Dec 01, 2014","1,306.18","1,328.48","1,328.48","1,301.01",-,-1.68%
"Dec 02, 2014","1,327.79","1,306.18","1,329.24","1,306.18",-,1.65%
"Dec 03, 2014","1,322.79","1,327.79","1,331.13","1,319.49",-,-0.38%
"Dec 04, 2014","1,317.42","1,322.79","1,332.39","1,311.16",-,-0.41%
"Dec 05, 2014","1,345.79","1,317.42","1,350.07","1,317.42",-,2.15%
"Dec 08, 2014","1,336.75","1,345.79","1,345.79","1,331.97",-,-0.67%
"Dec 09, 2014","1,301.18","1,336.75","1,336.75","1,301.14",-,-2.66%
"Dec 10, 2014","1,297.18","1,301.18","1,308.22","1,295.98",-,-0.31%
"Dec 11, 2014","1,288.13","1,297.18","1,301.15","1,286.80",-,-0.70%
"Dec 12, 2014","1,261.20","1,288.13","1,292.48","1,260.25",-,-2.09%
"Dec 14, 2014","1,261.20","1,261.20","1,261.20","1,261.20",-,0.00%
"Dec 15, 2014","1,233.78","1,261.20","1,267.87","1,233.56",-,-2.17%
"Dec 16, 2014","1,259.76","1,233.78","1,261.11","1,221.53",-,2.11%
"Dec 17, 2014","1,240.92","1,259.76","1,259.76","1,236.68",-,-1.50%
"Dec 18, 2014","1,255.48","1,240.92","1,256.75","1,237.97",-,1.17%
"Dec 19, 2014","1,274.41","1,255.48","1,280.48","1,255.20",-,1.51%
"Dec 22, 2014","1,285.10","1,274.41","1,290.49","1,274.41",-,0.84%
"Dec 23, 2014","1,290.53","1,285.10","1,291.77","1,283.07",-,0.42%
"Dec 24, 2014","1,293.42","1,290.53","1,297.76","1,282.55",-,0.22%
"Dec 28, 2014","1,293.42","1,293.42","1,293.42","1,293.42",-,0.00%
"Dec 29, 2014","1,298.20","1,293.42","1,304.08","1,284.47",-,0.37%
"Dec 30, 2014","1,281.96","1,298.20","1,298.20","1,278.46",-,-1.25%
"Dec 31, 2014","1,285.23","1,281.96","1,291.03","1,279.46",-,0.26%
"Jan 02, 2015","1,288.98","1,285.23","1,296.17","1,280.31",-,0.29%
"Jan 04, 2015","1,288.98","1,288.98","1,288.98","1,288.98",-,0.00%
"Jan 05, 2015","1,264.58","1,288.98","1,293.01","1,261.74",-,-1.89%
"Jan 06, 2015","1,243.24","1,264.58","1,269.82","1,243.24",-,-1.69%
"Jan 07, 2015","1,253.10","1,243.24","1,263.52","1,243.24",-,0.79%
"Jan 08, 2015","1,270.34","1,253.10","1,275.21","1,253.10",-,1.38%
"Jan 09, 2015","1,254.80","1,270.34","1,270.41","1,245.00",-,-1.22%
"Jan 12, 2015","1,252.68","1,254.80","1,260.74","1,241.74",-,-0.17%
"Jan 13, 2015","1,258.88","1,252.68","1,264.23","1,249.54",-,0.49%
"Jan 14, 2015","1,224.71","1,258.88","1,258.88","1,220.82",-,-2.71%
"Jan 15, 2015","1,241.30","1,224.71","1,241.95","1,207.58",-,1.35%
"Jan 16, 2015","1,236.09","1,241.30","1,241.30","1,222.82",-,-0.42%
"Jan 19, 2015","1,246.41","1,236.09","1,248.76","1,231.61",-,0.83%
"Jan 20, 2015","1,255.00","1,246.41","1,260.16","1,246.41",-,0.69%
"Jan 21, 2015","1,270.74","1,255.00","1,270.74","1,254.68",-,1.25%
"Jan 22, 2015","1,295.11","1,270.74","1,296.58","1,270.74",-,1.92%
"Jan 23, 2015","1,298.42","1,295.11","1,309.29","1,291.26",-,0.26%
"Jan 26, 2015","1,299.97","1,298.42","1,300.40","1,285.48",-,0.12%
"Jan 27, 2015","1,284.81","1,299.97","1,300.08","1,276.90",-,-1.17%
"Jan 28, 2015","1,277.01","1,284.81","1,296.57","1,270.12",-,-0.61%
"Jan 29, 2015","1,274.43","1,277.01","1,277.01","1,258.50",-,-0.20%
"Jan 30, 2015","1,258.44","1,274.43","1,281.64","1,258.44",-,-1.25%
"Feb 02, 2015","1,262.50","1,258.44","1,265.67","1,247.99",-,0.32%
"Feb 03, 2015","1,288.92","1,262.50","1,289.83","1,262.50",-,2.09%
"Feb 04, 2015","1,286.99","1,288.92","1,297.13","1,277.53",-,-0.15%
"Feb 05, 2015","1,289.21","1,286.99","1,290.98","1,271.56",-,0.17%
"Feb 06, 2015","1,305.52","1,289.21","1,311.90","1,284.78",-,1.27%
"Feb 09, 2015","1,289.89","1,305.52","1,305.52","1,277.36",-,-1.20%
"Feb 10, 2015","1,273.29","1,289.89","1,289.89","1,268.51",-,-1.29%
"Feb 11, 2015","1,262.96","1,273.29","1,273.45","1,257.09",-,-0.81%
"Feb 12, 2015","1,271.86","1,262.96","1,283.85","1,262.96",-,0.70%
"Feb 13, 2015","1,283.32","1,271.86","1,288.58","1,271.86",-,0.90%
"Feb 16, 2015","1,288.59","1,283.32","1,295.24","1,279.95",-,0.41%
"Feb 17, 2015","1,292.98","1,288.59","1,293.09","1,283.52",-,0.34%
"Feb 18, 2015","1,302.75","1,292.98","1,308.60","1,292.93",-,0.76%
"Feb 19, 2015","1,298.49","1,302.75","1,305.09","1,292.49",-,-0.33%
"Feb 20, 2015","1,305.93","1,298.49","1,310.32","1,294.69",-,0.57%
"Feb 23, 2015","1,275.16","1,305.93","1,314.64","1,264.17",-,-2.36%
"Feb 24, 2015","1,284.48","1,275.16","1,287.81","1,270.53",-,0.73%
"Feb 25, 2015","1,276.03","1,284.48","1,284.72","1,273.00",-,-0.66%
"Feb 26, 2015","1,281.22","1,276.03","1,287.21","1,273.88",-,0.41%
"Feb 27, 2015","1,272.60","1,281.22","1,287.93","1,272.07",-,-0.67%
"Mar 02, 2015","1,287.36","1,272.60","1,291.31","1,270.29",-,1.16%
"Mar 03, 2015","1,274.01","1,287.36","1,290.15","1,274.01",-,-1.04%
"Mar 04, 2015","1,294.70","1,274.01","1,294.70","1,273.60",-,1.62%
"Mar 05, 2015","1,298.41","1,309.04","1,309.83","1,291.56",-,0.29%
"Mar 06, 2015","1,296.77","1,298.41","1,303.96","1,295.88",-,-0.13%
"Mar 09, 2015","1,291.04","1,296.77","1,299.40","1,290.25",-,-0.44%
"Mar 10, 2015","1,270.21","1,294.35","1,300.34","1,270.21",-,-1.61%
"Mar 11, 2015","1,271.84","1,270.21","1,274.24","1,264.13",-,0.13%
"Mar 12, 2015","1,273.07","1,276.32","1,285.98","1,272.61",-,0.10%
"Mar 13, 2015","1,266.02","1,273.07","1,278.57","1,259.50",-,-0.55%
"Mar 16, 2015","1,269.16","1,266.02","1,274.99","1,265.49",-,0.25%
"Mar 17, 2015","1,277.65","1,269.16","1,279.18","1,268.87",-,0.67%
"Mar 18, 2015","1,299.14","1,277.65","1,300.74","1,277.65",-,1.68%
"Mar 19, 2015","1,297.64","1,299.14","1,302.70","1,294.73",-,-0.12%
"Mar 20, 2015","1,315.39","1,297.64","1,315.39","1,295.60",-,1.37%
"Mar 23, 2015","1,317.99","1,315.39","1,324.47","1,312.87",-,0.20%
"Mar 24, 2015","1,316.40","1,317.99","1,323.45","1,312.26",-,-0.12%
"Mar 25, 2015","1,313.82","1,316.40","1,325.11","1,310.71",-,-0.20%
"Mar 26, 2015","1,306.88","1,313.82","1,313.82","1,296.96",-,-0.53%
"Mar 27, 2015","1,295.18","1,306.88","1,314.54","1,292.65",-,-0.90%
"Mar 30, 2015","1,307.41","1,295.18","1,310.45","1,295.18",-,0.94%
"Mar 31, 2015","1,284.92","1,307.41","1,307.60","1,283.85",-,-1.72%
"Apr 01, 2015","1,299.24","1,284.92","1,309.27","1,284.92",-,1.11%
"Apr 02, 2015","1,309.87","1,301.58","1,311.37","1,298.58",-,0.82%
"Apr 07, 2015","1,323.91","1,309.87","1,325.67","1,309.87",-,1.07%
"Apr 08, 2015","1,319.65","1,323.91","1,329.15","1,318.49",-,-0.32%
"Apr 09, 2015","1,341.82","1,319.65","1,341.90","1,319.65",-,1.68%
"Apr 10, 2015","1,349.48","1,341.82","1,350.48","1,340.54",-,0.57%
"Apr 13, 2015","1,358.86","1,349.48","1,362.20","1,348.39",-,0.70%
"Apr 14, 2015","1,358.69","1,358.86","1,368.15","1,355.47",-,-0.01%
"Apr 15, 2015","1,358.99","1,358.69","1,364.72","1,356.05",-,0.02%
"Apr 16, 2015","1,344.15","1,358.99","1,361.06","1,339.03",-,-1.09%
"Apr 17, 2015","1,326.03","1,344.15","1,350.39","1,320.51",-,-1.35%
"Apr 20, 2015","1,343.40","1,326.03","1,345.17","1,326.03",-,1.31%
"Apr 21, 2015","1,343.23","1,343.40","1,350.51","1,337.13",-,-0.01%
"Apr 22, 2015","1,330.35","1,343.23","1,345.33","1,322.22",-,-0.96%
"Apr 23, 2015","1,344.65","1,330.35","1,344.65","1,324.17",-,1.07%
"Apr 24, 2015","1,368.57","1,344.65","1,379.35","1,341.79",-,1.78%
"Apr 27, 2015","1,396.20","1,368.57","1,405.90","1,368.56",-,2.02%
"Apr 28, 2015","1,385.48","1,396.20","1,396.21","1,372.97",-,-0.77%
"Apr 29, 2015","1,376.70","1,385.48","1,393.95","1,376.70",-,-0.63%
"Apr 30, 2015","1,375.22","1,376.70","1,379.19","1,364.90",-,-0.11%
"May 01, 2015","1,389.47","1,375.22","1,391.94","1,374.44",-,1.04%
"May 05, 2015","1,358.54","1,389.47","1,404.08","1,358.54",-,-2.23%
"May 06, 2015","1,365.63","1,358.54","1,374.92","1,358.27",-,0.52%
"May 07, 2015","1,361.09","1,366.58","1,367.07","1,344.12",-,-0.33%
"May 08, 2015","1,400.63","1,361.09","1,411.19","1,361.09",-,2.91%
"May 11, 2015","1,392.73","1,400.63","1,401.36","1,390.72",-,-0.56%
"May 12, 2015","1,375.01","1,392.73","1,392.73","1,366.82",-,-1.27%
"May 13, 2015","1,377.19","1,375.01","1,381.27","1,368.50",-,0.16%
"May 14, 2015","1,383.71","1,377.19","1,384.96","1,365.07",-,0.47%
"May 15, 2015","1,383.68","1,383.71","1,394.50","1,380.31",-,0.00%
"May 18, 2015","1,382.32","1,383.68","1,391.42","1,374.47",-,-0.10%
"May 19, 2015","1,381.41","1,382.32","1,385.67","1,375.52",-,-0.07%
"May 20, 2015","1,396.77","1,381.41","1,400.66","1,381.36",-,1.11%
"May 21, 2015","1,394.84","1,403.88","1,403.88","1,392.36",-,-0.14%
"May 22, 2015","1,401.56","1,394.84","1,407.66","1,394.50",-,0.48%
"May 26, 2015","1,386.75","1,401.56","1,406.01","1,383.66",-,-1.06%
"May 27, 2015","1,403.70","1,386.75","1,411.63","1,386.74",-,1.22%
"May 28, 2015","1,404.67","1,403.70","1,409.16","1,390.25",-,0.07%
"May 29, 2015","1,400.31","1,404.67","1,414.69","1,394.65",-,-0.31%
"Jun 01, 2015","1,398.81","1,400.31","1,407.49","1,395.27",-,-0.11%
"Jun 02, 2015","1,401.16","1,398.81","1,406.37","1,384.90",-,0.17%
"Jun 03, 2015","1,409.40","1,401.16","1,416.37","1,392.37",-,0.59%
"Jun 04, 2015","1,392.51","1,409.52","1,409.56","1,390.87",-,-1.20%
"Jun 05, 2015","1,389.85","1,392.51","1,394.19","1,376.62",-,-0.19%
"Jun 08, 2015","1,383.00","1,389.85","1,393.12","1,382.90",-,-0.49%
"Jun 09, 2015","1,377.81","1,383.00","1,392.04","1,370.81",-,-0.38%
"Jun 10, 2015","1,391.19","1,377.81","1,393.44","1,370.53",-,0.97%
"Jun 11, 2015","1,389.89","1,391.19","1,395.38","1,382.28",-,-0.09%
"Jun 12, 2015","1,384.83","1,389.89","1,391.58","1,377.64",-,-0.36%
"Jun 15, 2015","1,365.93","1,384.83","1,384.83","1,362.34",-,-1.36%
"Jun 16, 2015","1,355.33","1,365.93","1,365.93","1,350.54",-,-0.78%
"Jun 17, 2015","1,351.19","1,355.33","1,361.46","1,348.29",-,-0.31%
"Jun 18, 2015","1,347.47","1,351.19","1,351.19","1,335.45",-,-0.28%
"Jun 19, 2015","1,357.63","1,347.47","1,361.74","1,342.79",-,0.75%
"Jun 22, 2015","1,380.65","1,357.63","1,381.30","1,357.63",-,1.70%
"Jun 23, 2015","1,380.02","1,380.65","1,384.46","1,377.46",-,-0.05%
"Jun 24, 2015","1,384.52","1,380.02","1,388.06","1,376.17",-,0.33%
"Jun 25, 2015","1,376.12","1,384.52","1,388.76","1,375.28",-,-0.61%
"Jun 26, 2015","1,368.35","1,376.12","1,376.12","1,360.50",-,-0.56%
"Jun 29, 2015","1,338.01","1,368.35","1,368.35","1,330.81",-,-2.22%
"Jun 30, 2015","1,323.40","1,338.01","1,340.77","1,323.40",-,-1.09%
"Jul 01, 2015","1,339.11","1,323.40","1,340.30","1,323.40",-,1.19%
"Jul 02, 2015","1,346.71","1,339.11","1,350.99","1,338.82",-,0.57%
"Jul 03, 2015","1,330.86","1,346.71","1,346.71","1,326.77",-,-1.18%
"Jul 06, 2015","1,315.96","1,330.86","1,330.86","1,308.36",-,-1.12%
"Jul 07, 2015","1,294.36","1,315.96","1,323.17","1,294.20",-,-1.64%
"Jul 08, 2015","1,291.94","1,294.36","1,316.71","1,284.64",-,-0.19%
"Jul 09, 2015","1,306.50","1,291.94","1,312.96","1,291.94",-,1.13%
"Jul 10, 2015","1,319.48","1,306.50","1,327.24","1,306.50",-,0.99%
"Jul 13, 2015","1,340.27","1,319.48","1,342.66","1,319.48",-,1.58%
"Jul 14, 2015","1,341.69","1,340.27","1,342.76","1,333.18",-,0.11%
"Jul 15, 2015","1,344.00","1,341.69","1,347.93","1,334.42",-,0.17%
"Jul 16, 2015","1,359.53","1,344.00","1,362.65","1,344.00",-,1.16%
"Jul 17, 2015","1,359.85","1,359.53","1,363.75","1,355.52",-,0.02%
"Jul 20, 2015","1,369.48","1,359.85","1,373.24","1,359.85",-,0.71%
"Jul 21, 2015","1,371.18","1,369.48","1,374.33","1,366.70",-,0.12%
"Jul 22, 2015","1,354.82","1,371.18","1,371.18","1,348.57",-,-1.19%
"Jul 23, 2015","1,351.37","1,354.82","1,366.51","1,349.81",-,-0.25%
"Jul 24, 2015","1,336.81","1,351.37","1,353.14","1,334.59",-,-1.08%
"Jul 27, 2015","1,323.51","1,336.81","1,336.81","1,319.82",-,-0.99%
"Jul 28, 2015","1,338.32","1,323.51","1,341.76","1,323.50",-,1.12%
"Jul 29, 2015","1,349.44","1,338.32","1,353.12","1,338.32",-,0.83%
"Jul 30, 2015","1,352.56","1,349.44","1,362.53","1,348.25",-,0.23%
"Jul 31, 2015","1,347.82","1,352.56","1,353.98","1,342.43",-,-0.35%
"Aug 03, 2015","1,347.23","1,347.82","1,358.21","1,345.18",-,-0.04%
"Aug 04, 2015","1,338.16","1,347.23","1,347.31","1,330.63",-,-0.67%
"Aug 05, 2015","1,354.30","1,338.16","1,362.34","1,338.16",-,1.21%
"Aug 06, 2015","1,350.37","1,355.24","1,355.31","1,344.66",-,-0.29%
"Aug 07, 2015","1,341.23","1,350.37","1,354.94","1,341.17",-,-0.68%
"Aug 10, 2015","1,334.60","1,341.23","1,349.01","1,317.10",-,-0.49%
